Program ID,Location ID,Final URL,Image URL,Area of study,Program name,Subtitle,Program description,Address,Contextual keywords,Similar program IDs
5819,kuopio,https://savonkoulutus.fi/koulutukset/hygieniapassitesti-8-10-2026-kuopio/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,Sosiaali ja terveys,"Hygieniapassitesti, Kuopio",Alkaa 8.10.2026 · Kuopio,"Ilmoita ""Lisätiedot""-kentässä testikieli: suomi, ruotsi, englanti To 8.10.2026 klo 14.15-15.15 Kuopio, Hehkukatu 1, C2TS03 Leikki (C-osa, 2.krs) Kokoontuminen Pääaulassa (Valo, C-osa, 1.krs) Saapuminen ja pysäköinti Huom. **Ota mukaan henkilöllisyystodistus ja kuulakärkikynä (ei musta)!** Lyijykynän käyttö ei ole sallittua. Elintarvikehygieenisellä osaamisella tarkoitetaan elintarvikealan työntekijöiden jatkuvaa tietojen ja taitojen päivittämistä sekä ajankohtaisten alaa koskevien muutosten…",,"Hygieniapassitesti, Kuopio;Sosiaali ja terveys;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio","5438,5442,5440"
5273,kuopio,https://savonkoulutus.fi/koulutukset/jarjestyksenvalvojan-voimankayton-lisakoulutus-16-h-2-11-3-11-2026/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,Turvallisuus,Järjestyksenvalvojan voimankäytön lisäkoulutus (16 h),Alkaa 2.11.2026 · Kuopio,"Koulutuspäivät klo 8.00–16.00 Maanantai 2.11.2026 Tiistai 3.11.2026 Savilahden kampus, Hehkukatu 1, Kuopio Kokoontuminen C-rakennuksen (Valo) pääaulaan Järjestyksenvalvojan voimankäytön lisäkoulutus jakautuu kahteen osioon (A ja B). A–osio sisältää teoriakoulutusta ja B-osio voimankäytön, käsirautojen ja enintään 70 senttimetriä pitkän patukan/teleskooppipatukan ja kaasusumuttimen koulutusta. Lisäkoulutuksessa pyritään saavuttamaan kullekin koulutukseen osallistujalle tarkoituksenmukainen…",,Järjestyksenvalvojan voimankäytön lisäkoulutus (16 h);Turvallisuus;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio,
5352,varkaus,https://savonkoulutus.fi/koulutukset/hygieniapassitesti-18-11-2026-varkaus/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Majoitus- ja ravitsemispalvelut, matkailu","Hygieniapassitesti, Varkaus",Alkaa 18.11.2026 · Varkaus,"18.11.2026 klo 15.15 - 16.15 Osmajoentie 75 C, luokka C1014. Saavu paikalle hyvissä ajoin. Koulun alueelle pysäköintiä varten tarvitset pysäköintiluvan (opiskelijapaikat). Pysäköintiluvan voit hakea A-rakennuksen asiakaspalvelupisteestä. Huom. **Ota mukaan voimassa oleva henkilöllisyystodistus. Kännykässä oleva kuva todistuksesta ei kelpaa. Lyijykynän käyttö ei ole sallittua, ota kuulakärkikynä (ei musta)!** Hygieniaosaamisella tarkoitetaan elintarvikealan yrityksessä työskentelevien jatkuvaa…",,"Hygieniapassitesti, Varkaus;Majoitus- ja ravitsemispalvelut;matkailu;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Varkaus",
5438,kuopio,https://savonkoulutus.fi/koulutukset/hygieniapassitesti-10-12-2026-kuopio/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Majoitus- ja ravitsemispalvelut, matkailu","Hygieniapassitesti, Kuopio",Alkaa 10.12.2026 · Kuopio,"Ilmoita ""Lisätiedot""-kentässä testikieli: suomi, ruotsi, englanti To 10.12.2026 klo 14.15-15.15 Kuopio, Hehkukatu 1, B2OP02 (B-rakennus) Kokoontuminen klo 14.10 mennessä Pääaulassa (Valo, C-osa, 1.krs) Saapuminen ja pysäköinti Huom. **Ota mukaan henkilöllisyystodistus ja kuulakärkikynä (ei musta)!** Lyijykynän käyttö ei ole sallittua. Elintarvikehygieenisellä osaamisella tarkoitetaan elintarvikealan työntekijöiden jatkuvaa tietojen ja taitojen päivittämistä sekä ajankohtaisten alaa koskevien…",,"Hygieniapassitesti, Kuopio;Majoitus- ja ravitsemispalvelut;matkailu;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio","5819,5442,5440"
5437,kuopio,https://savonkoulutus.fi/koulutukset/hygieniapassikoulutus-7-h-ja-testi-1-h-24-11-2026-kuopio/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Majoitus- ja ravitsemispalvelut, matkailu","Hygieniapassikoulutus (7 h) ja -testi (1 h), Kuopio",Alkaa 24.11.2026 · Kuopio,"Ti 24.11.2026 Kuopio, Hehkukatu 1 Koulutus klo 8.15-15.00, B2OP02 (B-rakennus) Testi klo 15.15-16.15, B2OP02 (B-rakennus) Kokoontuminen klo 8.10. mennessä Pääaulassa (Valo, C-osa, 1.krs) Saapuminen ja pysäköinti Ilmoita ""Lisätiedot""-kentässä testikieli: suomi, ruotsi, englanti Huom. **Ota mukaan henkilöllisyystodistus ja kuulakärkikynä (ei musta)!** Lyijykynän käyttö ei ole sallittua. Elintarvikehygieenisellä osaamisella tarkoitetaan elintarvikealan työntekijöiden jatkuvaa tietojen ja taitojen…",,"Hygieniapassikoulutus (7 h) ja -testi (1 h), Kuopio;Majoitus- ja ravitsemispalvelut;matkailu;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio",
5261,verkko,https://savonkoulutus.fi/koulutukset/frc-emergency-first-aid-8-h-online-course/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,Sosiaali ja terveys,FRC Emergency First Aid 8 h online course,Alkaa 1.8.2026 · Verkko-opetus,During the emergency first aid course participant gets to practise life saving first aid skills online. Aim of the course is to increase participant’s courage to take action in emergency situations. Course content • actions in first aid situations • identification of and first aid for an unconscious person • CPR and the use of an AED • first aid for choking • stopping severe bleeding in an extremity • shock • first aid for most common sudden cases of illness • first aid for most common wounds…,,FRC Emergency First Aid 8 h online course;Sosiaali ja terveys;Ammatillinen täydennyskoulutus;korttikoulutukset,
5260,verkko,https://savonkoulutus.fi/koulutukset/frc-emergency-first-aid-4-h-online-course/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,Sosiaali ja terveys,FRC Emergency First Aid 4 h online course,Alkaa 1.8.2026 · Verkko-opetus,"During the course the life saving first aid skills are practiced online. Aim of the course is to increase participant’s courage to take action in emergency situations. FRC Emergency First Aid 4 h online course Course content • actions in first aid situations • identification of and first aid for an unconscious person • CPR and the use of an AED • first aid for choking • wounds, burns and electric shock • stopping severe bleeding in an extremity • shock • accident prevention • preparedness FRC…",,FRC Emergency First Aid 4 h online course;Sosiaali ja terveys;Ammatillinen täydennyskoulutus;korttikoulutukset,
5280,kuopio,https://savonkoulutus.fi/koulutukset/kuljetusala-ajokorttiluokan-korotus-c-ce-ei-voimassa-olevaa-ammattipatevyytta/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Ajoneuvo, logistiikka",Kuljetusala: Ajokorttiluokan korotus C - CE (Ei voimassa olevaa ammattipätevyyttä),Alkaa 1.1.2026 · Kuopio,"Joustava aloitus, kysy lisää kouluttajalta. Koulutuksen sisältö: - Teoriaopetus 15 h - Ajo-opetus 30 h - Verkko-opiskelumateriaali - Yhdistelmäajoneuvon käyttö ensimmäisessä ajokokeessa",,Kuljetusala: Ajokorttiluokan korotus C - CE (Ei voimassa olevaa ammattipätevyyttä);Ajoneuvo;logistiikka;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio,
5442,kuopio,https://savonkoulutus.fi/koulutukset/hygieniapassitesti-28-10-2026-kuopio/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Majoitus- ja ravitsemispalvelut, matkailu","Hygieniapassitesti, Kuopio",Alkaa 28.10.2026 · Kuopio,"Ilmoita ""Lisätiedot""-kentässä testikieli: suomi, ruotsi, englanti Ke 28.10.2026 klo 14.15-15.15 Kuopio, Hehkukatu 1, B2OP02 (B-rakennus) Kokoontuminen klo 14.10 mennessä Pääaulassa (Valo, C-osa, 1.krs) Saapuminen ja pysäköinti Huom. **Ota mukaan henkilöllisyystodistus ja kuulakärkikynä (ei musta)!** Lyijykynän käyttö ei ole sallittua. Elintarvikehygieenisellä osaamisella tarkoitetaan elintarvikealan työntekijöiden jatkuvaa tietojen ja taitojen päivittämistä sekä ajankohtaisten alaa koskevien…",,"Hygieniapassitesti, Kuopio;Majoitus- ja ravitsemispalvelut;matkailu;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio","5819,5438,5440"
5440,kuopio,https://savonkoulutus.fi/koulutukset/hygieniapassitesti-24-11-2026-kuopio/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Majoitus- ja ravitsemispalvelut, matkailu","Hygieniapassitesti, Kuopio",Alkaa 24.11.2026 · Kuopio,"Ilmoita ""Lisätiedot""-kentässä testikieli: suomi, ruotsi, englanti Ti 24.11.2026 klo 15.15-16.15 Kuopio, Hehkukatu 1, B2OP02 (B-rakennus) Kokoontuminen klo 15.10 mennessä Pääaulassa (Valo, C-osa, 1.krs) Saapuminen ja pysäköinti Huom. **Ota mukaan henkilöllisyystodistus ja kuulakärkikynä (ei musta)!** Lyijykynän käyttö ei ole sallittua. Elintarvikehygieenisellä osaamisella tarkoitetaan elintarvikealan työntekijöiden jatkuvaa tietojen ja taitojen päivittämistä sekä ajankohtaisten alaa koskevien…",,"Hygieniapassitesti, Kuopio;Majoitus- ja ravitsemispalvelut;matkailu;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio","5819,5438,5442"
5600,kuopio,https://savonkoulutus.fi/koulutukset/anniskelupassikoe-uusinta/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Majoitus- ja ravitsemispalvelut, matkailu",Anniskelupassikoe UUSINTA,Alkaa 8.10.2026 · Kuopio,"Ilmoita ""Lisätiedot""-kentässä - Mihin testipäivään osallistut - Testikieli: suomi, ruotsi, englanti Uusintakoe 08.10.2026, Kuopio klo 16.15-17.15 Uusintakoe 12.11.2026, Kuopio klo 16.15-17.15 Uusintakoe 18.11.2026, Varkaus klo 15.15.-16.15 Uusintakoe 10.12.2026, Kuopio klo 16.15-17.15 Huom. Ota mukaan kuvallinen henkilöllisyystodistus. Kokeesta poistuttaessa on esitettävä virallinen, kuvallinen henkilöllisyystodistus. Uusintakoe anniskelua koskevien säädösten hallitsemisesta…",,Anniskelupassikoe UUSINTA;Majoitus- ja ravitsemispalvelut;matkailu;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio,
5694,varkaus,https://savonkoulutus.fi/koulutukset/anniskelupassikoe-18-11-2026-varkaus/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Majoitus- ja ravitsemispalvelut, matkailu","Anniskelupassikoe, Varkaus",Alkaa 18.11.2026 · Varkaus,"Ke 18.11.2026 klo 15.15–16.15 Osmajoentie 75 C (C1002), Varkaus Ilmoita ""Lisätiedot""-kentässä - Testikieli: suomi, ruotsi, englanti Huom. Ota mukaan kuvallinen henkilöllisyystodistus. Kokeesta poistuttaessa on esitettävä virallinen, kuvallinen henkilöllisyystodistus. Koe anniskelua koskevien säädösten hallitsemisesta (anniskelutoiminta, alkoholijuomien mainonta, valvonta ja sanktiot sekä anniskeluluvan myöntäminen). Hyväksytty todistus annetaan henkilölle, joka osoittaa hallitsevansa 80 %…",,"Anniskelupassikoe, Varkaus;Majoitus- ja ravitsemispalvelut;matkailu;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Varkaus",
5596,kuopio,https://savonkoulutus.fi/koulutukset/anniskelupassikoe-12-11-2026-kuopio/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Majoitus- ja ravitsemispalvelut, matkailu","Anniskelupassikoe, Kuopio",Alkaa 12.11.2026 · Kuopio,"Ilmoita ""Lisätiedot""-kentässä testikieli - suomi, ruotsi, englanti 12.11.2026 klo 16.15–17.15 Hehkukatu 1, Kuopio, luokkatila B2OP04 Saavu paikalle hyvissä ajoin. Pääsisäänkäynti on C-ovesta (Valo). Kokoontuminen pääaulassa (Valo,1.krs) Saapuminen ja pysäköinti Huom. Ota mukaan kuvallinen henkilöllisyystodistus. Kokeesta poistuttaessa on esitettävä virallinen, kuvallinen henkilöllisyystodistus. Koe anniskelua koskevien säädösten hallitsemisesta (anniskelutoiminta, alkoholijuomien mainonta…",,"Anniskelupassikoe, Kuopio;Majoitus- ja ravitsemispalvelut;matkailu;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio","5595,5599"
5595,kuopio,https://savonkoulutus.fi/koulutukset/anniskelupassikoe-10-12-2026-kuopio/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Majoitus- ja ravitsemispalvelut, matkailu","Anniskelupassikoe, Kuopio",Alkaa 10.12.2026 · Kuopio,"Ilmoita ""Lisätiedot""-kentässä testikieli - suomi, ruotsi, englanti 10.12.2026 klo 16.15–17.15 Hehkukatu 1, Kuopio, luokkatila B2OP04 Saavu paikalle hyvissä ajoin. Pääsisäänkäynti on C-ovesta (Valo). Kokoontuminen pääaulassa (Valo,1.krs) Saapuminen ja pysäköinti Huom. Ota mukaan kuvallinen henkilöllisyystodistus. Kokeesta poistuttaessa on esitettävä virallinen, kuvallinen henkilöllisyystodistus. Koe anniskelua koskevien säädösten hallitsemisesta (anniskelutoiminta, alkoholijuomien mainonta…",,"Anniskelupassikoe, Kuopio;Majoitus- ja ravitsemispalvelut;matkailu;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio","5596,5599"
5714,kuopio,https://savonkoulutus.fi/koulutukset/forklift-training-in-english-2-days-5-10-2026-6-10-2026/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Ajoneuvo, logistiikka",Forklift Training in English (2 days),Alkaa 5.10.2026 · Kuopio,"Starts: Monday, October 5th, 2026, at 8:15 AM Savon ammattiopisto (Savo Vocational College), Kolmisopentie 7, 70780 Kuopio Building 1 (lunch restaurant building), 2nd floor, classroom 204. Meeting point: 2nd-floor upper lobby. The course takes place over two days. Course content: Day 1 – Theory instruction (8:15 AM - 4 PM): – Forklift operator responsibilities and duties (legislation) – Forklift types – Pre-operation inspection – Dimensions and centers of gravity – Data plates and lifting…","Kolmisopentie 7, 70780 Kuopio",Forklift Training in English (2 days);Ajoneuvo;logistiikka;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio,
5539,kuopio,https://savonkoulutus.fi/koulutukset/ajoneuvoalan-ilmastointipatevyyskoulutus-m2-8-12-2026/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Ajoneuvo, logistiikka",Ajoneuvoalan ilmastointipätevyyskoulutus M2,Alkaa 8.12.2026 · Kuopio,"Ti 08.12.2026 klo 8.00-16.00 Kuopio, Hehkukatu 1, Tila: A1TS17 Kouluttaja hakee opiskelijat pääaulasta (C-osa). puh 044 785 3583 KOULUTUKSEN SISÄLTÖ • Perusteita lainsäädännöstä, kylmäaineista, komponenteista, turvallisuudesta ja ilmastovaikutuksista • Vuototarkastukset • Fluorattujen kasvihuonekaasujen ympäristöystävällinen talteenotto • Käytännönharjoitukset • Loppukoe 283,00 € (sis. alv 25,5%) Hinta sisältää kahvin ja lounaan.",,Ajoneuvoalan ilmastointipätevyyskoulutus M2;Ajoneuvo;logistiikka;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio,
5541,kuopio,https://savonkoulutus.fi/koulutukset/autoalan-sahkotyoturvallisuuskoulutus-sfs-6002-1-12-2026/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Ajoneuvo, logistiikka",Autoalan sähkötyöturvallisuuskoulutus SFS 6002,Alkaa 1.12.2026 · Kuopio,"Sähkö- ja hybridiautojen parissa työskenteleville tarkoitettu turvallisuuskoulutus SFS6002 koulutus: Ti 01.12.2026 klo 9.15-16.00 Kokoontuminen C pääaulaan (Valo-rakennus) klo 9:00 Kuopio, Hehkukatu 1, Tila: A1TS12 Sähkötyöturvallisuusstandardi SFS6002 määrittelee sähkö- ja hybridiajoneuvojen huolto- ja korjaustöihin liittyvät, autokorjaamoita ja niiden henkilökuntaa koskevat vaatimukset. 7.2.2025 uudistetun standardin myötä autoalan SFS 6002 koulutus vaaditaan sähkö- tai hybridiajoneuvoihin…",,Autoalan sähkötyöturvallisuuskoulutus SFS 6002;Ajoneuvo;logistiikka;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio,
5599,kuopio,https://savonkoulutus.fi/koulutukset/anniskelupassikoe-8-10-2026-kuopio/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Majoitus- ja ravitsemispalvelut, matkailu","Anniskelupassikoe, Kuopio",Alkaa 8.10.2026 · Kuopio,"Ilmoita ""Lisätiedot""-kentässä testikieli - suomi, ruotsi, englanti 8.10.2026 klo 16.15–17.15 Hehkukatu 1, Kuopio, luokkatila B2OP04 Saavu paikalle hyvissä ajoin. Pääsisäänkäynti on C-ovesta (Valo). Kokoontuminen pääaulassa (Valo,1.krs) Saapuminen ja pysäköinti Huom. Ota mukaan kuvallinen henkilöllisyystodistus. Kokeesta poistuttaessa on esitettävä virallinen, kuvallinen henkilöllisyystodistus. Koe anniskelua koskevien säädösten hallitsemisesta (anniskelutoiminta, alkoholijuomien mainonta…",,"Anniskelupassikoe, Kuopio;Majoitus- ja ravitsemispalvelut;matkailu;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio","5596,5595"
5757,verkko,https://savonkoulutus.fi/koulutukset/spr-hataensiapukurssi-4-t-yhdistelmakoulutus/,https://savonkoulutus.fi/wp-content/uploads/2026/09/Yhdistelmakoulutusten-markkinointikuva3.jpg,Sopii kaikille aloille,SPR Hätäensiapukurssi 4 t® yhdistelmäkoulutus,Monimuotototeutus,"Tilaa työpaikallesi SPR Hätäensiapukurssi 4 t® yhdistelmäkoulutus, joka on joustava ja helppo tapa suorittaa hätäensiapupätevyys. Kurssin sisältö • Toiminta auttamistilanteessa • Tajuttoman henkilön tunnistaminen ja ensiapu • Aikuisen painelu-puhalluselvytys + sydäniskurin (defibrillaattori) käyttö • Tukehtuvan henkilön ensiapu • Suuren verenvuodon tyrehdyttäminen • Verenkierron häiriötilan ensiapu (sokki) • Haavat, palovammat ja sähkötapaturmat • Tapaturmien ennaltaehkäisy • Valmius ja…",,SPR Hätäensiapukurssi 4 t® yhdistelmäkoulutus;Sopii kaikille aloille;Tilauskoulutus,
3872,verkko,https://savonkoulutus.fi/koulutukset/tiimi-ja-henkilostopaiva-organisaatiokohtainen-henkilostotapahtuma/,https://savonkoulutus.fi/wp-content/uploads/2024/12/yhteistyo-savonkoulutus.jpg,Sopii kaikille aloille,Tiimi- ja henkilöstöpäivä - organisaatiokohtainen henkilöstötapahtuma,Monimuotototeutus,"Hyödyt, kun tilaat henkilöstötapahtuman Savon Koulutus Oy:ltä: Ajansäästö ja tehokkuus Ei tarvitse käyttää kymmeniä tunteja ideointiin, tarjouspyyntöihin, aikatauluihin ja esiintyjien metsästykseen – kaikki hoituu yhdeltä luukulta. Ammattimainen toteutus Tiedämme, miten rakennetaan sujuva, vaikuttava ja osallistava tapahtuma. Aikataulutus, tekniikka ja osallistujien viihtyvyys huomioidaan huolella. Räätälöinti juuri teidän tarpeisiin Tapahtuma suunnitellaan tilaajan tavoitteiden mukaan…",,Tiimi- ja henkilöstöpäivä - organisaatiokohtainen henkilöstötapahtuma;Sopii kaikille aloille;Tilauskoulutus,
4325,verkko,https://savonkoulutus.fi/koulutukset/tyonohjaus/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,Sopii kaikille aloille,Työnohjaus – kevyt ja vaikuttava työkalu kehittämiseen,Monimuotototeutus,"Työnohjaus voidaan toteuttaa yksilö-, ryhmä- tai yhteisökohtaisena. Toteutustapa löytyy keskustelussa työnohjaajan kanssa. Työskentelykertoja on vähintään viidestä kahdeksaan kertaa noin kolmen viikon välein. Yksilöohjauksessa työskentelyaika on 60-90 minuuttia ja ryhmän ja yhteisön ohjauksessa vähintään 90 minuuttia. Työskentelylle asetetaan tavoite yhteistyössä esihenkilön ja ohjattavien kanssa. Keskeisenä työkaluna on puhuminen, minkä lisäksi työnohjaaja valikoi tarpeen mukaan…",,Työnohjaus – kevyt ja vaikuttava työkalu kehittämiseen;Sopii kaikille aloille;Tilauskoulutus,
3873,verkko,https://savonkoulutus.fi/koulutukset/viestintaosaaminen/,https://savonkoulutus.fi/wp-content/uploads/2025/04/taustakuva-20.jpg,Sopii kaikille aloille,Viestintäosaaminen,Monimuotototeutus,"Suunnittelemme koulutukset yhdessä asiakkaan kanssa siten, että ne vastaavat sekä sisällöllisesti että toteutustavoiltaan asiakkaan tarpeita. Koulutus voi sisältää esimerkiksi seuraavia teemoja: Esihenkilön viestintätaidot Hybridi- ja etätyön viestintätaidot Konfliktien ehkäisy ja ratkaisu viestinnän keinoin Monikulttuurinen viestintä työyhteisössä Palautekulttuurin vahvistaminen Rakentava vuorovaikutus työyhteisössä Selkeä kirjallinen viestintä Tunteet työyhteisön vuorovaikutuksessa…",,Viestintäosaaminen;Sopii kaikille aloille;Tilauskoulutus,
5537,kuopio,https://savonkoulutus.fi/koulutukset/ajoneuvoalan-ilmastointipatevyyskoulutus-m1-10-11-2026-18-11-2026/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Ajoneuvo, logistiikka",Ajoneuvoalan ilmastointipätevyyskoulutus M1,Alkaa 10.11.2026 · Kuopio,"M1 pätevyyspäivä (1 pv) Ti 10.11.2026 klo 8.15-16.00 Savon ammattiopisto, Kuopio, Hehkukatu 1, tila: A1TS17 Kouluttaja hakee opiskelijat pääaulasta (C-osa, 1.krs). 283,00 € (sis. alv 25,5%) Hinta sisältää kahvin ja lounaan. KOULUTUKSEN SISÄLTÖ: • Perusteita lainsäädännöstä, kylmäaineista, komponenteista, turvallisuudesta ja ilmastovaikutuksista • Vuototarkastukset • Huolto ja korjaus • Fluorattujen kasvihuonekaasujen ympäristöystävällinen talteenotto • Käytännönharjoitukset • Loppukoe…",,Ajoneuvoalan ilmastointipätevyyskoulutus M1;Ajoneuvo;logistiikka;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio,
5753,kuopio,https://savonkoulutus.fi/koulutukset/adr-tiedostava-koulutus-2-pv-7-12-2026-8-12-2026/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Ajoneuvo, logistiikka",ADR-tiedostava koulutus (2 pv),Alkaa 7.12.2026 · Kuopio,"Koulutuspäivät ma 7.12. ja ti 8.12. klo 8:15 - 16:15 Savon ammattiopisto, Kolmisopentie 7, 70780 Kuopio Rakennus 1 (lounasravintolan rakennus). Kokoontuminen 2 krs. yläaulassa. Kurssi järjestetään kaksipäiväisenä. Koulutuksen sisältö: - Vaaralliset aineet - Kuljetuspakkaukset ja merkinnät - Varoituslipukkeet - Kuljetusasiakirjat - Kuormaaminen, kuljettaminen ja purkaminen - Vastaanottajan velvollisuudet - Toiminta onnettomuustilanteessa - Vapaarajan laskeminen - Yhteenkuormauskiellot Kurssin…","Kolmisopentie 7, 70780 Kuopio",ADR-tiedostava koulutus (2 pv);Ajoneuvo;logistiikka;Ammatillinen täydennyskoulutus;korttikoulutukset;koulutus Kuopio,
4759,verkko,https://savonkoulutus.fi/koulutukset/yaskawa-hitsausrobotin-operaattorikoulutus/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Kone-, tuotanto- ja energiatekniikka",Yaskawa hitsausrobotin operaattorikoulutus,Monimuotototeutus,"Haluatko kehittää ammattitaitoasi hitsausrobottien parissa? Koulutus on suunniteltu hitsausrobotin kanssa työskentelyä aloitteleville tai robotin hankintaa suunnitteleville yrityksille. Koulutus toimii myös lisäkoulutuksena jo robotin kanssa työskenteleville. Koulutus on kestoltaan 3-4 pv. Koulutusohjelmaan sisältyy verkko-osuus (1-2 pv) ja lähikoulutuspäivät robotilla (2 pv). Lisäksi koulutusohjelmaan on mahdollista lisätä tarvittava määrä lähipäiviä, joihin osallistuja voi tuoda oman…",,Yaskawa hitsausrobotin operaattorikoulutus;Kone-;tuotanto- ja energiatekniikka;Tilauskoulutus,
5022,useita,https://savonkoulutus.fi/koulutukset/vt-perusteet/,https://savonkoulutus.fi/wp-content/uploads/2026/04/Patevointilaitos-VT-1.jpg,"Kone-, tuotanto- ja energiatekniikka",Visuaalisen tarkastuksen (VT) perusteet,Useita,"Koulutuspäivän sisältö voi sisältää esimerkiksi seuraavia teemoja: 6 t teoria ja 2 t käytännön harjoitukset joko mallikappaleisiin tai asiakkaan piirustuksilla omiin tuotteisiin. Tarkastusmenetelmät Silmämääräisen tarkastuksen perusteet Hitsaukseen liittyvät käsitteet ja termit Silmämääräisen tarkastuksen välineet Silmämääräisen tarkastuksen suoritus standardin SFS - EN 17637 mukaan Hitsausmerkinnät standardin SFS – EN ISO 2553 mukaisesti Hitsausstandardi SFS – EN 5817, hitsiluokat…",,Visuaalisen tarkastuksen (VT) perusteet;Kone-;tuotanto- ja energiatekniikka;Tilauskoulutus;koulutus Useita,
5409,useita,https://savonkoulutus.fi/koulutukset/isometristen-putkistopiirustusten-perusteet/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,"Kone-, tuotanto- ja energiatekniikka",Isometristen putkistopiirustusten perusteet,Useita,"Koulutuksen jälkeen osaat lukea ja tulkita isometrisiä putkistopiirustuksia luotettavasti, ymmärtää niiden sisältämät komponentit sekä ymmärrät isometrisen ajattelutavan. Koulutuksessa opit: Isometristen piirustusten lukeminen Miten hahmotat kolmiulotteisen, isometrisen putkiston yhdestä kuvasta Suunnat, korkeudet, kulmat ja mittasuhteet oikein tulkittuna Yleisimmät merkinnät Putkiston komponentit ja merkinnät Venttiilit, laipat, hitsaukset ja kannakointi Komponenttien tunnistaminen…",,Isometristen putkistopiirustusten perusteet;Kone-;tuotanto- ja energiatekniikka;Tilauskoulutus;koulutus Useita,
4535,useita,https://savonkoulutus.fi/koulutukset/laakehoidon-perusteet/,https://savonkoulutus.fi/wp-content/uploads/2024/12/sakky_oy-1400x883.jpg,Sosiaali ja terveys,Lääkehoidon perusteet,Useita,"Lääkehoidon perusteet -koulutuksen sisältönä on: lääkehuoltoa koskevat säädökset lääkehoidon tietokannat lääkehuoltoon liittyvä työ- ja ympäristönsuojelu sekä aseptiikka lääkkeiden antotavat ja lääkemuodot lääkehoitoon vaikuttavat tekijät lääkkeiden vaiheet ja vaikutukset elimistössä ikääntymisen vaikutus lääkehoitoon lääkkeiden vaikutusten ja yleisimpien lääkkeiden sivuvaikutusten tarkkailu riskilääkkeet ja PKV-lääkkeet lääkeaineryhmiä (esim. diabeteslääkkeet, sydän- ja verenkiertoelimistön…",,Lääkehoidon perusteet;Sosiaali ja terveys;Tilauskoulutus;koulutus Useita,
